Tipo de Comprobante	Codigo Unidad de Negocio	Descripción unidad de negocio	num_doc	tipo_doc	mes	año	Fecha contable	UF	fecha pago factura	RUT proveedor	Razon Social Proveedor	exento_detalle	exento_detalle_uf	afecto_detalle	afecto_detalle_uf	iva_detalle	total_por_documento	concepto1_codigo	concepto1	centro_de_costo	observaciones	Glosa encabezado comprobante	Glosa detalle comprobante	cuenta_contable
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				61701	1.553943767287974					206	206			Centralizacion Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				5200	0.1309623440446259					206	206			Centralizacion Remuneraciones Enero 2026	Colacion	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				5200	0.1309623440446259					206	206			Centralizacion Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				19500	0.4911087901673472					206	206			Centralizacion Remuneraciones Enero 2026	Viatico	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				249600	6.286192514142044					208	208			Centralizacion Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				18557	0.4673592727761776					208	208			Centralizacion Remuneraciones Enero 2026	Bono Calidad y Productividad	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				47718	1.201780987138742					208	208			Centralizacion Remuneraciones Enero 2026	Bono Responsabilidad y Compromiso	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				13255	0.333828051982984					208	208			Centralizacion Remuneraciones Enero 2026	Bono Seguridad y Prevención	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				82282	2.072277613976906					208	208			Centralizacion Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				5200	0.1309623440446259					208	208			Centralizacion Remuneraciones Enero 2026	Colacion	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				5200	0.1309623440446259					208	208			Centralizacion Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				19500	0.4911087901673472					208	208			Centralizacion Remuneraciones Enero 2026	Viatico	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				240107	6.047110681062115					208	208			Centralizacion Remuneraciones Enero 2026	Mutual	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				291151	7.332657198257093					208	208			Centralizacion Remuneraciones Enero 2026	Seguro Invalidez y Sobrevivencia	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				432803	10.90017219029735					208	208			Centralizacion Remuneraciones Enero 2026	Seguro de Cesantia CI	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				111571	2.809923016808261					208	208			Centralizacion Remuneraciones Enero 2026	Seguro de Cesantia Solidario	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				18907	0.4761740459330274					208	208			Centralizacion Remuneraciones Enero 2026	Aporte AFP Empleador	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				170154	4.285339747801785					208	208			Centralizacion Remuneraciones Enero 2026	Aporte FAPP Compensación Expectativa de Vida	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				431200	10.85980052923898					208	208			Centralizacion Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				12133	0.3055704077487397					208	208			Centralizacion Remuneraciones Enero 2026	Bono Calidad y Productividad	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				33972	0.8555870676700061					208	208			Centralizacion Remuneraciones Enero 2026	Bono Responsabilidad y Compromiso	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				9707	0.2444714372386892					208	208			Centralizacion Remuneraciones Enero 2026	Bono Seguridad y Prevención	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				121753	3.066357360474104					208	208			Centralizacion Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				9600	0.2417766351593094					208	208			Centralizacion Remuneraciones Enero 2026	Colacion	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				9600	0.2417766351593094					208	208			Centralizacion Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				36000	0.9066623818474102					208	208			Centralizacion Remuneraciones Enero 2026	Viatico	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				576000	14.50659810955856					208	208			Centralizacion Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				42766	1.077064539502399					208	208			Centralizacion Remuneraciones Enero 2026	Bono Calidad y Productividad	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				109971	2.769626910948376					208	208			Centralizacion Remuneraciones Enero 2026	Bono Responsabilidad y Compromiso	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				30547	0.7693282160636901					208	208			Centralizacion Remuneraciones Enero 2026	Bono Seguridad y Prevención	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				189821	4.780654444018257					208	208			Centralizacion Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				12000	0.3022207939491368					208	208			Centralizacion Remuneraciones Enero 2026	Colacion	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				12000	0.3022207939491368					208	208			Centralizacion Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				45000	1.133327977309263					208	208			Centralizacion Remuneraciones Enero 2026	Viatico	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				460800	11.60527848764685					208	208			Centralizacion Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				34330	0.8646033213561554					208	208			Centralizacion Remuneraciones Enero 2026	Bono Calidad y Productividad	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				88279	2.223312455752987					208	208			Centralizacion Remuneraciones Enero 2026	Bono Responsabilidad y Compromiso	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				24521	0.6175630073688985					208	208			Centralizacion Remuneraciones Enero 2026	Bono Seguridad y Prevención	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				151982	3.827676725498142					208	208			Centralizacion Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				9600	0.2417766351593094					208	208			Centralizacion Remuneraciones Enero 2026	Colacion	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				9600	0.2417766351593094					208	208			Centralizacion Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-569	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				36000	0.9066623818474102					208	208			Centralizacion Remuneraciones Enero 2026	Viatico	1-2-01-002
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-3249814	-81.846780605585					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	4-2-01-001
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-213354	-5.373334606018677					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	4-2-01-105
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-100000	-2.518506616242806					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	4-2-01-106
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-100000	-2.518506616242806					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	4-2-01-106
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-270652	-6.81638852699348					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Mutual	4-2-01-001
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-328188	-8.26543649371494					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Seguro Invalidez y Sobrevivencia	4-2-01-001
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-369322	-9.301399005240256					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Seguro de Cesantia CI	4-2-01-001
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-227573	-5.731441061782242					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Seguro de Cesantia Solidario	4-2-01-001
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-21313	-0.5367693151198293					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Aporte AFP Empleador	4-2-01-001
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-191799	-4.83047050488754					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Aporte FAPP Compensación Expectativa de Vida	4-2-01-001
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-10424488	-262.5414199894374					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	4-2-01-001
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-213354	-5.373334606018677					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	4-2-01-105
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-200000	-5.037013232485612					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	4-2-01-106
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-200000	-5.037013232485612					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	4-2-01-106
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-15287854	-385.0256144715405					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	4-2-01-001
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-213354	-5.373334606018677					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	4-2-01-105
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-193333	-4.869104396380704					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	4-2-01-106
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-193333	-4.869104396380704					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	4-2-01-106
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-4352868	-109.6272685763159					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	4-2-01-001
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-213354	-5.373334606018677					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	4-2-01-105
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-100000	-2.518506616242806					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	4-2-01-106
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-100000	-2.518506616242806					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	4-2-01-106
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-4111229	-103.541574373893					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	4-2-01-001
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-213354	-5.373334606018677					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	4-2-01-105
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-100000	-2.518506616242806					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	4-2-01-106
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-100000	-2.518506616242806					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	4-2-01-106
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-7388901	-186.0899605526309					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	4-2-01-001
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-213354	-5.373334606018677					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	4-2-01-105
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-100000	-2.518506616242806					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	4-2-01-106
T-571	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-100000	-2.518506616242806					901	901			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	4-2-01-106
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-4395108	-110.6910857710169					201	201			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-213354	-5.373334606018677					201	201			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-76667	-1.930863467474872					201	201			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-76667	-1.930863467474872					201	201			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-2817670	-70.96320537388868					201	201			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-213354	-5.373334606018677					201	201			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-100000	-2.518506616242806					201	201			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-100000	-2.518506616242806					201	201			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-3909687	-98.46572576938489					201	201			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-213354	-5.373334606018677					201	201			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-100000	-2.518506616242806					201	201			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-100000	-2.518506616242806					201	201			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-1559699	-39.28112250847288					202	202			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-213354	-5.373334606018677					202	202			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-12000	-0.3022207939491368					202	202			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-12000	-0.3022207939491368					202	202			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-1158087	-29.16649771684783					203	203			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-213354	-5.373334606018677					203	203			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-11200	-0.2820727410191943					203	203			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-11200	-0.2820727410191943					203	203			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-485100	-12.21727559539385					205	205			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-137083	-3.452444424744126					205	205			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-10800	-0.2719987145542231					205	205			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-10800	-0.2719987145542231					205	205			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-233567	-5.882400348359835					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-61705	-1.554044507552624					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-5200	-0.1309623440446259					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-5200	-0.1309623440446259					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-431200	-10.85980052923898					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-113866	-2.867722743651034					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-9600	-0.2417766351593094					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-9600	-0.2417766351593094					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-539000	-13.57475066154873					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-142333	-3.584666022096873					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-12000	-0.3022207939491368					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-12000	-0.3022207939491368					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-215600	-5.42990026461949					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-55733	-1.403639292430603					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-4800	-0.1208883175796547					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-4800	-0.1208883175796547					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-233567	-5.882400348359835					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-61701	-1.553943767287974					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-5200	-0.1309623440446259					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-5200	-0.1309623440446259					206	206			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-249600	-6.286192514142044					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-121532	-3.060791460852207					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Bono Calidad y Productividad	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-406850	-10.24654416818386					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Bono Responsabilidad y Compromiso	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-89026	-2.242125700176321					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Bono Seguridad y Prevención	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-82282	-2.072277613976906					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-5200	-0.1309623440446259					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-5200	-0.1309623440446259					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-708334	-17.83943865509732					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Viatico	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-240107	-6.047110681062115					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Mutual	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-291151	-7.332657198257093					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Seguro Invalidez y Sobrevivencia	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-432803	-10.90017219029735					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Seguro de Cesantia CI	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-111571	-2.809923016808261					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Seguro de Cesantia Solidario	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-18907	-0.4761740459330274					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Aporte AFP Empleador	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-170154	-4.285339747801785					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Aporte FAPP Compensación Expectativa de Vida	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-431200	-10.85980052923898					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-121753	-3.066357360474104					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-9600	-0.2417766351593094					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-9600	-0.2417766351593094					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-576000	-14.50659810955856					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-189821	-4.780654444018257					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-12000	-0.3022207939491368					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-12000	-0.3022207939491368					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-460800	-11.60527848764685					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Sueldo Base	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-151982	-3.827676725498142					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Gratificación	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-9600	-0.2417766351593094					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Colacion	1-2-01-002
T-571	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				-9600	-0.2417766351593094					208	208			Reversa T - 330: Centralización Remuneraciones Enero 2026	Movilizacion	1-2-01-002
T-572	01	OF. CENTRAL ICEMM			1	2026	2026-01-31	39706.07				-120000	-3.022207939491367					901	901			Reversa T - 517: RECLASIFICA COMP/332 VIATICOS ENERO 2025	RECLASIFICA REMUNERACION VIATICOS ENERO 2026	4-2-01-135
T-572	02	LA QUEBRADA			1	2026	2026-01-31	39706.07				120000	3.022207939491367					208	208			Reversa T - 517: RECLASIFICA COMP/332 VIATICOS ENERO 2025	RECLASIFICA REMUNERACION VIATICOS ENERO 2026	1-2-01-002
T-573	01	OF. CENTRAL ICEMM			2	2026	2026-02-28	39790.63				2599851	65.33827184942787					901	901			Centralizacion Remuneraciones Febrero 2026	Sueldo Base	4-2-01-001
T-573	01	OF. CENTRAL ICEMM			2	2026	2026-02-28	39790.63				213354	5.361915606764708					901	901			Centralizacion Remuneraciones Febrero 2026	Gratificación	4-2-01-105
T-573	01	OF. CENTRAL ICEMM			2	2026	2026-02-28	39790.63				80000	2.010523583064656					901	901			Centralizacion Remuneraciones Febrero 2026	Colacion	4-2-01-106
T-573	01	OF. CENTRAL ICEMM			2	2026	2026-02-28	39790.63				80000	2.010523583064656					901	901			Centralizacion Remuneraciones Febrero 2026	Movilizacion	4-2-01-106
T-573	01	OF. CENTRAL ICEMM			2	2026	2026-02-28	39790.63				60000	1.507892687298492					901	901			Centralizacion Remuneraciones Febrero 2026	Viatico	4-2-01-001
